id,value
id_0,25.4975032068174
id_1,64.51319052525155
id_2,19.10558943736369
id_3,28.86683295358126
id_4,9.304531227079647
id_5,31.648878490642087
id_6,41.300083474171295
id_7,16.85252430778649
id_8,51.53896136671235
id_9,32.72870670371436
id_10,37.912724828417744
id_11,58.80286593962128
id_12,35.42184242337103
id_13,40.02064476948531
id_14,28.269189060691435
id_15,12.19963478625623
id_16,51.37023065990071
id_17,23.117094497156124
id_18,16.60132595348567
id_19,18.215550600130793
id_20,15.532976438234876
id_21,30.1486259032254
id_22,39.5160941352685
id_23,10.140003176639327
id_24,61.19412355465892
id_25,46.260735057013164
id_26,27.2653367608034
id_27,7.291158617152713
id_28,29.398766691236858
id_29,35.798970014765466
id_30,18.03373651425714
id_31,11.571816497585989
id_32,16.730346804714483
id_33,7.677100672992833
id_34,16.093345162398656
id_35,42.84266079949888
id_36,22.229507378548515
id_37,27.60470307693064
id_38,10.124566841009703
id_39,57.74032476253448
id_40,46.92799803366701
id_41,20.06279423881477
id_42,53.209373595148364
id_43,18.472555613509833
id_44,44.296208376072855
id_45,49.92880631308284
id_46,57.88958201005549
id_47,40.932648188787034
id_48,55.169916141243135
id_49,39.4857616725306
id_50,30.651437896699058
id_51,23.59788196133827
id_52,40.501423865245904
id_53,24.494310607171194
id_54,37.02207706380904
id_55,38.561195688831525
id_56,24.529155304697476
id_57,21.350414671220086
id_58,35.61945566250484
id_59,32.69131528353851
id_60,12.58188461574209
id_61,22.938767325081713
id_62,31.795246319777494
id_63,53.05673295532146
id_64,50.06762242179787
id_65,26.022360619390266
id_66,38.19022776983223
id_67,52.23586819243227
id_68,29.179251126825967
id_69,39.13101661074122
id_70,64.95027504562111
id_71,55.44190065211259
id_72,42.44162658883497
id_73,14.208135406425187
id_74,13.954949892584965
id_75,35.49565667842544
id_76,62.977676467383745
id_77,2.2242950363883254
id_78,41.71025758969054
id_79,41.90224692842264
id_80,8.704875413392113
id_81,21.819739896760073
id_82,5.934770537412072
id_83,31.34243981365441
id_84,8.535545124733458
id_85,4.981667780198813
id_86,16.847933004527412
id_87,11.602472283510687
id_88,18.904560268146586
id_89,23.184557077086428
id_90,35.25179830016872
id_91,12.317190827408313
id_92,11.953270407727375
id_93,9.835414747207684
id_94,37.59834116005908
id_95,15.284201133865956
id_96,17.11824907926856
id_97,9.192083987558721
id_98,10.802523096472411
id_99,4.559512165427778
id_100,10.35219494981546
id_101,18.65259265556711
id_102,11.71617598428759
id_103,8.831223431890987
id_104,12.658769370576517
id_105,36.843177942423
id_106,24.159999785382038
id_107,7.9685455649804675
id_108,16.85353700676662
id_109,15.524924716867794
id_110,11.590364647986485
id_111,15.552383385938414
id_112,16.530844771780863
id_113,25.45316203635946
id_114,19.5840178120515
id_115,15.981689599497162
id_116,7.565786746582971
id_117,44.974831887886275
id_118,26.06415990814881
id_119,0.6194660921194766
id_120,-0.1006572506181189
id_121,10.324013086458601
id_122,12.52522927742612
id_123,12.260328342657902
id_124,7.442355935000823
id_125,25.04586464972422
id_126,22.710862339186374
id_127,9.531887849730408
id_128,20.058936391165187
id_129,13.713074810857542
id_130,-0.46415439830875355
id_131,32.35765141608079
id_132,14.876208837747601
id_133,21.261085265995572
id_134,26.638525608011232
id_135,24.743540196112793
id_136,9.808575907231278
id_137,22.03161719967017
id_138,78.69020719494226
id_139,61.59581651201466
id_140,26.94783296388665
id_141,18.809821851421578
id_142,24.51311823975722
id_143,7.359278652129383
id_144,13.299572517621495
id_145,9.754792141951997
id_146,19.37937470814038
id_147,7.410597116465398
id_148,12.741948842908194
id_149,15.96325813946168
id_150,46.33094732902103
id_151,20.54057589240433
id_152,22.036324132831037
id_153,14.361686147605974
id_154,13.940623331117184
id_155,23.730558125716254
id_156,24.928743648094503
id_157,36.98083283493183
id_158,3.740918307002269
id_159,23.014616131564487
id_160,42.1378791818382
id_161,19.279657461550787
id_162,62.16637684007759
id_163,16.80793395864353
id_164,33.81406345806811
